  0.23852363       0.22729320E-008  0.88120474E-010 -0.17066646E-009  0.33233551E-001
  0.47704726       0.41541663E-008  0.54920594E-009 -0.12018818E-010  0.10547967     
  0.71557090       0.13029654E-008  0.59380066E-009 -0.47853216E-009  0.10547967     
  0.95409453       0.14776524E-008  0.11808146E-008 -0.33840635E-009  0.98977588E-001
