  0.23852363      -0.11050018E-008  0.33920446E-010  0.36870272E-009 -0.73895099     
  0.47704726      -0.21289178E-008 -0.38835330E-009  0.43866210E-009 -0.70242531     
  0.71557090      -0.19419199E-008 -0.31209648E-009  0.43782790E-009 -0.70242531     
  0.95409453      -0.69103283E-009 -0.87113483E-010  0.37328485E-009 -0.55453284     
