  0.23852363       0.84516829E-009 -0.49657214E-009 -0.22331514E-009  0.73895099     
  0.47704726       0.18999756E-008  0.30681464E-009 -0.47853475E-009  0.70242531     
  0.71557090       0.16552455E-008  0.50602716E-009 -0.26601494E-009  0.70242531     
  0.95409453       0.34065701E-009  0.34842436E-009 -0.39007133E-009  0.55453284     
