 -0.11750095E-016  0.23852363       0.16666667       0.16666667     
  0.29213059       0.23852363       0.16666667       0.16666667     
  0.58426117       0.23852363       0.16666667       0.16666666     
 -0.11750095E-016  0.47704726       0.16666667       0.16666667     
  0.29213059       0.47704726       0.16666667       0.16666667     
  0.58426117       0.47704726       0.16666667       0.16666667     
 -0.11750095E-016  0.71557090       0.16666667       0.16666667     
  0.29213059       0.71557090       0.16666667       0.16666667     
  0.58426117       0.71557090       0.16666667       0.16666667     
 -0.11750095E-016  0.95409453       0.16666667       0.16666667     
  0.29213059       0.95409453       0.16666667       0.16666667     
  0.58426117       0.95409453       0.16666667       0.16666667     
