 -0.11750095E-016  0.23852363       0.48654775E-009  0.32767121E-009 -0.14872387E-010  0.13094554E-001
  0.29213059       0.23852363       0.11180447E-008  0.95064270E-010 -0.61027614E-010  0.36156373E-003
  0.58426117       0.23852363       0.61960768E-009  0.32373779E-009  0.26659044E-011  0.19777434E-001
 -0.11750095E-016  0.47704726       0.68407174E-009  0.25267150E-009 -0.16380537E-009  0.39374089E-001
  0.29213059       0.47704726       0.13355857E-008 -0.35756227E-010 -0.82104465E-010  0.26731494E-001
  0.58426117       0.47704726       0.63953402E-009  0.30219963E-009 -0.31405762E-010  0.39374089E-001
 -0.11750095E-016  0.71557090       0.68010166E-009  0.24053622E-009 -0.17799283E-009  0.39374089E-001
  0.29213059       0.71557090       0.13060068E-008  0.25356530E-010 -0.25566737E-009  0.26731494E-001
  0.58426117       0.71557090       0.56418466E-009  0.32344886E-009 -0.58026761E-010  0.39374089E-001
 -0.11750095E-016  0.95409453       0.50448541E-009  0.28612596E-009  0.27319738E-010  0.32781607E-001
  0.29213059       0.95409453       0.87309146E-009  0.11184347E-009 -0.24944931E-010  0.26731495E-001
  0.58426117       0.95409453       0.35264438E-009  0.39018738E-009  0.43108802E-011  0.39464486E-001
