 -0.25299251       0.23852363      -0.87793504E-010  0.15473462E-009  0.12274294E-009 -0.14776463     
   0.0000000       0.23852363      -0.41728587E-009 -0.10979825E-009  0.85501331E-011 -0.29565710     
  0.25299251       0.23852363      -0.59992243E-009 -0.11015923E-010  0.23740965E-009 -0.29552926     
 -0.25299251       0.47704726      -0.72328785E-009 -0.47387026E-010  0.11169740E-009 -0.20344803     
   0.0000000       0.47704726      -0.40994748E-009 -0.20624158E-009  0.19449282E-009 -0.29552926     
  0.25299251       0.47704726      -0.99568246E-009 -0.13472470E-009  0.13247188E-009 -0.20344803     
 -0.25299251       0.71557090      -0.75915749E-009 -0.99474067E-010  0.13003386E-009 -0.20344802     
   0.0000000       0.71557090      -0.40014428E-009 -0.17743705E-009  0.19528491E-009 -0.29552926     
  0.25299251       0.71557090      -0.78261815E-009 -0.35185361E-010  0.11250912E-009 -0.20344803     
 -0.25299251       0.95409453      -0.37260352E-009 -0.88221425E-010  0.10923407E-009 -0.14776463     
   0.0000000       0.95409453      -0.12313364E-009  0.10800929E-010  0.56919121E-010 -0.20344803     
  0.25299251       0.95409453      -0.19529567E-009 -0.96929865E-011  0.20713166E-009 -0.20332019     
