 -0.25299251       0.23852363       0.16666667       0.16666667     
   0.0000000       0.23852363       0.16666667       0.16666667     
  0.25299251       0.23852363       0.16666667       0.16666667     
 -0.25299251       0.47704726       0.16666667       0.16666667     
   0.0000000       0.47704726       0.16666667       0.16666667     
  0.25299251       0.47704726       0.16666667       0.16666667     
 -0.25299251       0.71557090       0.16666667       0.16666667     
   0.0000000       0.71557090       0.16666667       0.16666667     
  0.25299251       0.71557090       0.16666667       0.16666667     
 -0.25299251       0.95409453       0.16666667       0.16666667     
   0.0000000       0.95409453       0.16666667       0.16666667     
  0.25299251       0.95409453       0.16666667       0.16666667     
