 -0.25299251       0.23852363       0.40507995E-009  0.13281757E-009 -0.36518997E-010  0.66828659E-002
   0.0000000       0.23852363       0.10064088E-008  0.35460194E-009 -0.28798511E-010  0.13184940E-001
  0.25299251       0.23852363       0.81271129E-009  0.25905376E-009 -0.79165880E-011  0.13365745E-001
 -0.25299251       0.47704726       0.63969442E-009  0.79224267E-010 -0.41660734E-010  0.46056970E-001
   0.0000000       0.47704726       0.93400038E-009  0.24766937E-009 -0.93542278E-010  0.13365731E-001
  0.25299251       0.47704726       0.10854967E-008  0.19222127E-009 -0.14211259E-009  0.46056970E-001
 -0.25299251       0.71557090       0.99127018E-009  0.12159663E-009 -0.14515423E-009  0.46056970E-001
   0.0000000       0.71557090       0.78067564E-009  0.23905272E-009 -0.20383922E-009  0.13365731E-001
  0.25299251       0.71557090       0.77834731E-009  0.22869226E-009 -0.14269351E-009  0.46056971E-001
 -0.25299251       0.95409453       0.57592950E-009  0.22777573E-009 -0.13760765E-010  0.66828658E-002
   0.0000000       0.95409453       0.73934027E-009  0.35006519E-009  0.65356653E-011  0.46056958E-001
  0.25299251       0.95409453       0.41495148E-009  0.21031589E-009  0.13910787E-010  0.46237764E-001
