 -0.25299251       0.23852363        3.0000000     
   0.0000000       0.23852363        3.0000000     
  0.25299251       0.23852363        3.0000000     
 -0.25299251       0.47704726        3.0000000     
   0.0000000       0.47704726        3.0000000     
  0.25299251       0.47704726        3.0000000     
 -0.25299251       0.71557090        3.0000000     
   0.0000000       0.71557090        3.0000000     
  0.25299251       0.71557090        3.0000000     
 -0.25299251       0.95409453        3.0000000     
   0.0000000       0.95409453        3.0000000     
  0.25299251       0.95409453        3.0000000     
