 -0.25299251       0.23852363       0.11507055E-009  0.58085973E-009  0.19528000E-009 -0.11261946E-001
   0.0000000       0.23852363       0.58808273E-010  0.54781363E-009  0.53349431E-009 -0.22523893E-001
  0.25299251       0.23852363       0.52455781E-010  0.41536628E-009  0.64340991E-009 -0.22523891E-001
 -0.25299251       0.47704726      -0.56929548E-010  0.15995174E-009 -0.58869338E-009 -0.11261946E-001
   0.0000000       0.47704726      -0.53836697E-010  0.91227096E-009 -0.78447307E-009 -0.22523893E-001
  0.25299251       0.47704726       0.10735671E-009  0.43696810E-009 -0.17135780E-009 -0.11261946E-001
 -0.25299251       0.71557090       0.30204871E-010  0.60398771E-009 -0.40797383E-009 -0.11261946E-001
   0.0000000       0.71557090       0.28075805E-010  0.72257718E-009 -0.95522759E-009 -0.22523893E-001
  0.25299251       0.71557090       0.21028247E-009  0.60391647E-009 -0.37093776E-009 -0.11261946E-001
 -0.25299251       0.95409453       0.82109748E-010  0.13092443E-009  0.71605200E-009 -0.11261946E-001
   0.0000000       0.95409453       0.13223456E-009  0.55078401E-009  0.58468016E-009 -0.11261948E-001
  0.25299251       0.95409453      -0.35525985E-010  0.66058656E-009  0.30037362E-009 -0.11261946E-001
