   0.0000000        0.0000000        0.0000000     
  0.29213059        0.0000000        0.0000000     
  0.58426117        0.0000000        0.0000000     
   0.0000000       0.25299251        0.0000000     
  0.29213059       0.25299251        0.0000000     
  0.58426117       0.25299251        0.0000000     
   0.0000000       0.50598502        0.0000000     
  0.29213059       0.50598502        0.0000000     
  0.58426117       0.50598502        0.0000000     
 -0.47000379E-016  0.25299251       0.23852363     
   0.0000000        0.0000000       0.23852363     
   0.0000000      -0.25299251       0.23852363     
  0.29213059       0.25299251       0.23852363     
  0.29213059        0.0000000       0.23852363     
  0.29213059      -0.25299251       0.23852363     
  0.58426117       0.25299251       0.23852363     
  0.58426117        0.0000000       0.23852363     
  0.58426117      -0.25299251       0.23852363     
   0.0000000       0.25299251       0.47704726     
   0.0000000        0.0000000       0.47704726     
   0.0000000      -0.25299251       0.47704726     
  0.29213059       0.25299251       0.47704726     
  0.29213059        0.0000000       0.47704726     
  0.29213059      -0.25299251       0.47704726     
  0.58426117       0.25299251       0.47704726     
  0.58426117        0.0000000       0.47704726     
  0.58426117      -0.25299251       0.47704726     
  0.23500190E-016  0.25299251       0.71557090     
  0.54271363E-016  0.94000758E-016  0.71557090     
  0.70500569E-016 -0.25299251       0.71557090     
  0.29213059       0.25299251       0.71557090     
  0.29213059       0.94000758E-016  0.71557090     
  0.29213059      -0.25299251       0.71557090     
  0.58426117       0.25299251       0.71557090     
  0.58426117       0.94000758E-016  0.71557090     
  0.58426117      -0.25299251       0.71557090     
 -0.47000379E-016  0.25299251       0.95409453     
   0.0000000        0.0000000       0.95409453     
   0.0000000      -0.25299251       0.95409453     
  0.29213059       0.25299251       0.95409453     
  0.29213059        0.0000000       0.95409453     
  0.29213059      -0.25299251       0.95409453     
  0.58426117       0.25299251       0.95409453     
  0.58426117        0.0000000       0.95409453     
  0.58426117      -0.25299251       0.95409453     
   0.0000000        0.0000000        1.1926182     
  0.29213059        0.0000000        1.1926182     
  0.58426117        0.0000000        1.1926182     
 -0.47000379E-016  0.25299251        1.1926182     
  0.29213059       0.25299251        1.1926182     
  0.58426117       0.25299251        1.1926182     
   0.0000000       0.50598502        1.1926182     
  0.29213059       0.50598502        1.1926182     
  0.58426117       0.50598502        1.1926182     
