  0.23852363       0.32179679E-008  0.53466484E-009  0.61687925E-010 -0.94904622E-007
  0.47704726       0.39517638E-008  0.22317654E-009 -0.61372459E-010 -0.10256574E-006
  0.71557090       0.37229605E-008  0.28404804E-009 -0.54249729E-009 -0.10092051E-006
  0.95409453       0.25369814E-008  0.85474248E-009 -0.16229981E-009 -0.95155329E-007
