  0.23852363       0.34482995E-008 -0.23337457E-010 -0.17411606E-009 -0.94904612E-007
  0.47704726       0.67676301E-008  0.43266438E-009  0.80705824E-010 -0.10256578E-006
  0.71557090       0.16306210E-008  0.18895333E-009 -0.60890698E-009 -0.10092050E-006
  0.95409453       0.21613590E-008  0.95659646E-009 -0.13454321E-009 -0.95155364E-007
