 -0.25299251       0.23852363       0.29918011E-009  0.36081542E-010  0.13910409E-010 -0.33333333     
   0.0000000       0.23852363      -0.48484424E-009 -0.66760598E-010 -0.10011993E-009 -0.33330936     
  0.25299251       0.23852363      -0.64764179E-009 -0.92071858E-011  0.75015480E-010 -0.33333333     
 -0.25299251       0.47704726      -0.53180669E-009 -0.39035956E-010  0.82091461E-010 -0.33333333     
   0.0000000       0.47704726      -0.40480929E-009 -0.14267363E-009  0.96983790E-010 -0.33328539     
  0.25299251       0.47704726      -0.74617098E-009 -0.62226400E-010  0.57272965E-010 -0.33333333     
 -0.25299251       0.71557090      -0.57547324E-009 -0.13228683E-009  0.57958282E-010 -0.33333333     
   0.0000000       0.71557090      -0.46021262E-009 -0.49991136E-010  0.91834775E-010 -0.33328539     
  0.25299251       0.71557090      -0.56101519E-009 -0.45980082E-010  0.53869901E-010 -0.33333333     
 -0.25299251       0.95409453      -0.42220667E-009  0.15611475E-010  0.83457572E-010 -0.33333333     
   0.0000000       0.95409453      -0.39018649E-010  0.69803582E-010 -0.35631165E-010 -0.30562747     
  0.25299251       0.95409453      -0.57950204E-010 -0.14904361E-009  0.11717708E-009 -0.33330936     
