2 2 1 0.2820947918
3 3 1 0.2820947918
4 4 1 0.2820947918
5 5 1 0.2820947918
6 6 1 0.2820947918
7 7 1 0.2820947918
8 8 1 0.2820947918
9 9 1 0.2820947918
10 10 1 0.2820947918
11 11 1 0.2820947918
12 12 1 0.2820947918
13 13 1 0.2820947918
14 14 1 0.2820947918
15 15 1 0.2820947918
16 16 1 0.2820947918
1 2 2 0.2820947918
7 2 2 -0.1261566261
9 2 2 -0.2185096861
6 3 2 0.2185096861
5 4 2 0.2185096861
4 5 2 0.2185096861
14 5 2 -0.05839917008
16 5 2 -0.2261790132
3 6 2 0.2185096861
13 6 2 -0.1430481681
15 6 2 -0.1846743909
2 7 2 -0.1261566261
12 7 2 0.2023006594
11 8 2 0.1846743909
2 9 2 -0.2185096861
10 9 2 0.2261790132
12 9 2 0.05839917008
9 10 2 0.2261790132
8 11 2 0.1846743909
7 12 2 0.2023006594
9 12 2 0.05839917008
6 13 2 -0.1430481681
5 14 2 -0.05839917008
6 15 2 -0.1846743909
5 16 2 -0.2261790132
6 2 3 0.2185096861
1 3 3 0.2820947918
7 3 3 0.2523132522
8 4 3 0.2185096861
11 5 3 0.1846743909
2 6 3 0.2185096861
12 6 3 0.2335966803
3 7 3 0.2523132522
13 7 3 0.2477666951
4 8 3 0.2185096861
14 8 3 0.2335966803
15 9 3 0.1846743909
5 11 3 0.1846743909
6 12 3 0.2335966803
7 13 3 0.2477666951
8 14 3 0.2335966803
9 15 3 0.1846743909
5 2 4 0.2185096861
8 3 4 0.2185096861
1 4 4 0.2820947918
7 4 4 -0.1261566261
9 4 4 0.2185096861
2 5 4 0.2185096861
10 5 4 0.2261790132
12 5 4 -0.05839917008
11 6 4 0.1846743909
4 7 4 -0.1261566261
14 7 4 0.2023006594
3 8 4 0.2185096861
13 8 4 -0.1430481681
15 8 4 0.1846743909
4 9 4 0.2185096861
14 9 4 -0.05839917008
16 9 4 0.2261790132
5 10 4 0.2261790132
6 11 4 0.1846743909
5 12 4 -0.05839917008
8 13 4 -0.1430481681
7 14 4 0.2023006594
9 14 4 -0.05839917008
8 15 4 0.1846743909
9 16 4 0.2261790132
4 2 5 0.2185096861
14 2 5 -0.05839917008
16 2 5 -0.2261790132
11 3 5 0.1846743909
2 4 5 0.2185096861
10 4 5 0.2261790132
12 4 5 -0.05839917008
1 5 5 0.2820947918
7 5 5 -0.1802237516
8 6 5 0.1560783472
5 7 5 -0.1802237516
6 8 5 0.1560783472
4 10 5 0.2261790132
14 10 5 -0.09403159726
3 11 5 0.1846743909
13 11 5 -0.1880631945
4 12 5 -0.05839917008
14 12 5 0.1456731241
16 12 5 0.09403159726
11 13 5 -0.1880631945
2 14 5 -0.05839917008
10 14 5 -0.09403159726
12 14 5 0.1456731241
2 16 5 -0.2261790132
12 16 5 0.09403159726
3 2 6 0.2185096861
13 2 6 -0.1430481681
15 2 6 -0.1846743909
2 3 6 0.2185096861
12 3 6 0.2335966803
11 4 6 0.1846743909
8 5 6 0.1560783472
1 6 6 0.2820947918
7 6 6 0.09011187579
9 6 6 -0.1560783472
6 7 6 0.09011187579
5 8 6 0.1560783472
6 9 6 -0.1560783472
15 10 6 0.1486770097
4 11 6 0.1846743909
14 11 6 0.1151647165
16 11 6 -0.1486770097
3 12 6 0.2335966803
13 12 6 0.05947080387
15 12 6 -0.1151647165
2 13 6 -0.1430481681
12 13 6 0.05947080387
11 14 6 0.1151647165
2 15 6 -0.1846743909
10 15 6 0.1486770097
12 15 6 -0.1151647165
11 16 6 -0.1486770097
2 2 7 -0.1261566261
12 2 7 0.2023006594
3 3 7 0.2523132522
13 3 7 0.2477666951
4 4 7 -0.1261566261
14 4 7 0.2023006594
5 5 7 -0.1802237516
6 6 7 0.09011187579
1 7 7 0.2820947918
7 7 7 0.1802237516
8 8 7 0.09011187579
9 9 7 -0.1802237516
10 10 7 -0.2102610435
2 12 7 0.2023006594
12 12 7 0.1261566261
3 13 7 0.2477666951
13 13 7 0.1682088348
4 14 7 0.2023006594
14 14 7 0.1261566261
16 16 7 -0.2102610435
11 2 8 0.1846743909
4 3 8 0.2185096861
14 3 8 0.2335966803
3 4 8 0.2185096861
13 4 8 -0.1430481681
15 4 8 0.1846743909
6 5 8 0.1560783472
5 6 8 0.1560783472
8 7 8 0.09011187579
1 8 8 0.2820947918
7 8 8 0.09011187579
9 8 8 0.1560783472
8 9 8 0.1560783472
11 10 8 0.1486770097
2 11 8 0.1846743909
10 11 8 0.1486770097
12 11 8 0.1151647165
11 12 8 0.1151647165
4 13 8 -0.1430481681
14 13 8 0.05947080387
3 14 8 0.2335966803
13 14 8 0.05947080387
15 14 8 0.1151647165
4 15 8 0.1846743909
14 15 8 0.1151647165
16 15 8 0.1486770097
15 16 8 0.1486770097
2 2 9 -0.2185096861
10 2 9 0.2261790132
12 2 9 0.05839917008
15 3 9 0.1846743909
4 4 9 0.2185096861
14 4 9 -0.05839917008
16 4 9 0.2261790132
6 6 9 -0.1560783472
9 7 9 -0.1802237516
8 8 9 0.1560783472
1 9 9 0.2820947918
7 9 9 -0.1802237516
2 10 9 0.2261790132
12 10 9 -0.09403159726
2 12 9 0.05839917008
10 12 9 -0.09403159726
12 12 9 -0.1456731241
15 13 9 -0.1880631945
4 14 9 -0.05839917008
14 14 9 0.1456731241
16 14 9 -0.09403159726
3 15 9 0.1846743909
13 15 9 -0.1880631945
4 16 9 0.2261790132
14 16 9 -0.09403159726
9 2 10 0.2261790132
5 4 10 0.2261790132
4 5 10 0.2261790132
14 5 10 -0.09403159726
15 6 10 0.1486770097
10 7 10 -0.2102610435
11 8 10 0.1486770097
2 9 10 0.2261790132
12 9 10 -0.09403159726
1 10 10 0.2820947918
7 10 10 -0.2102610435
8 11 10 0.1486770097
9 12 10 -0.09403159726
5 14 10 -0.09403159726
6 15 10 0.1486770097
8 2 11 0.1846743909
5 3 11 0.1846743909
6 4 11 0.1846743909
3 5 11 0.1846743909
13 5 11 -0.1880631945
4 6 11 0.1846743909
14 6 11 0.1151647165
16 6 11 -0.1486770097
2 8 11 0.1846743909
10 8 11 0.1486770097
12 8 11 0.1151647165
8 10 11 0.1486770097
1 11 11 0.2820947918
8 12 11 0.1151647165
5 13 11 -0.1880631945
6 14 11 0.1151647165
6 16 11 -0.1486770097
7 2 12 0.2023006594
9 2 12 0.05839917008
6 3 12 0.2335966803
5 4 12 -0.05839917008
4 5 12 -0.05839917008
14 5 12 0.1456731241
16 5 12 0.09403159726
3 6 12 0.2335966803
13 6 12 0.05947080387
15 6 12 -0.1151647165
2 7 12 0.2023006594
12 7 12 0.1261566261
11 8 12 0.1151647165
2 9 12 0.05839917008
10 9 12 -0.09403159726
12 9 12 -0.1456731241
9 10 12 -0.09403159726
8 11 12 0.1151647165
1 12 12 0.2820947918
7 12 12 0.1261566261
9 12 12 -0.1456731241
6 13 12 0.05947080387
5 14 12 0.1456731241
6 15 12 -0.1151647165
5 16 12 0.09403159726
6 2 13 -0.1430481681
7 3 13 0.2477666951
8 4 13 -0.1430481681
11 5 13 -0.1880631945
2 6 13 -0.1430481681
12 6 13 0.05947080387
3 7 13 0.2477666951
13 7 13 0.1682088348
4 8 13 -0.1430481681
14 8 13 0.05947080387
15 9 13 -0.1880631945
5 11 13 -0.1880631945
6 12 13 0.05947080387
1 13 13 0.2820947918
7 13 13 0.1682088348
8 14 13 0.05947080387
9 15 13 -0.1880631945
5 2 14 -0.05839917008
8 3 14 0.2335966803
7 4 14 0.2023006594
9 4 14 -0.05839917008
2 5 14 -0.05839917008
10 5 14 -0.09403159726
12 5 14 0.1456731241
11 6 14 0.1151647165
4 7 14 0.2023006594
14 7 14 0.1261566261
3 8 14 0.2335966803
13 8 14 0.05947080387
15 8 14 0.1151647165
4 9 14 -0.05839917008
14 9 14 0.1456731241
16 9 14 -0.09403159726
5 10 14 -0.09403159726
6 11 14 0.1151647165
5 12 14 0.1456731241
8 13 14 0.05947080387
1 14 14 0.2820947918
7 14 14 0.1261566261
9 14 14 0.1456731241
8 15 14 0.1151647165
9 16 14 -0.09403159726
6 2 15 -0.1846743909
9 3 15 0.1846743909
8 4 15 0.1846743909
2 6 15 -0.1846743909
10 6 15 0.1486770097
12 6 15 -0.1151647165
4 8 15 0.1846743909
14 8 15 0.1151647165
16 8 15 0.1486770097
3 9 15 0.1846743909
13 9 15 -0.1880631945
6 10 15 0.1486770097
6 12 15 -0.1151647165
9 13 15 -0.1880631945
8 14 15 0.1151647165
1 15 15 0.2820947918
8 16 15 0.1486770097
5 2 16 -0.2261790132
9 4 16 0.2261790132
2 5 16 -0.2261790132
12 5 16 0.09403159726
11 6 16 -0.1486770097
16 7 16 -0.2102610435
15 8 16 0.1486770097
4 9 16 0.2261790132
14 9 16 -0.09403159726
6 11 16 -0.1486770097
5 12 16 0.09403159726
9 14 16 -0.09403159726
8 15 16 0.1486770097
1 16 16 0.2820947918
7 16 16 -0.2102610435
